ParentNode [0,766] X:-320.00,320.00  Y:-320.00,320.00  Z:-320.00,320.00
mzb:425, mmb:46  X:(181.39,182.91),  Y:(-44.90,-39.00),  Z:(202.91,203.47)
mzb:426, mmb:1  X:(226.84,227.34),  Y:(-47.76,-45.30),  Z:(214.96,215.46)
mzb:427, mmb:47  X:(204.53,204.94),  Y:(-43.51,-38.99),  Z:(199.60,200.00)
mzb:428, mmb:47  X:(195.58,196.08),  Y:(-43.51,-38.99),  Z:(194.60,195.11)
mzb:429, mmb:47  X:(199.84,200.04),  Y:(-43.51,-39.00),  Z:(194.64,194.84)
mzb:430, mmb:48  X:(199.89,205.02),  Y:(-45.00,-39.00),  Z:(194.73,194.93)
mzb:431, mmb:48  X:(210.83,215.96),  Y:(-45.00,-39.00),  Z:(200.26,200.46)
mzb:434, mmb:47  X:(183.19,183.88),  Y:(-43.49,-38.99),  Z:(160.71,161.40)
mzb:435, mmb:48  X:(239.29,244.14),  Y:(-45.00,-39.00),  Z:(195.19,197.24)
mzb:436, mmb:48  X:(236.23,239.65),  Y:(-44.98,-39.00),  Z:(196.79,201.66)
mzb:437, mmb:54  X:(237.30,244.00),  Y:(-41.30,-39.00),  Z:(174.13,177.88)
mzb:438, mmb:47  X:(242.86,243.54),  Y:(-43.49,-38.99),  Z:(170.52,171.21)
mzb:439, mmb:104  X:(212.50,214.00),  Y:(-55.49,-53.99),  Z:(219.24,220.74)
mzb:440, mmb:104  X:(221.69,223.56),  Y:(-47.13,-45.63),  Z:(230.71,232.58)
mzb:441, mmb:103  X:(221.99,223.33),  Y:(-48.11,-47.11),  Z:(230.93,232.27)
mzb:442, mmb:1  X:(270.17,270.67),  Y:(-48.13,-45.67),  Z:(185.80,186.30)
mzb:443, mmb:60  X:(226.61,227.83),  Y:(-50.75,-45.35),  Z:(215.77,221.37)
mzb:444, mmb:60  X:(250.62,256.22),  Y:(-50.75,-45.35),  Z:(187.38,188.45)
mzb:445, mmb:102  X:(245.89,247.39),  Y:(-43.46,-41.96),  Z:(172.32,173.82)
mzb:446, mmb:101  X:(245.76,246.97),  Y:(-42.97,-41.97),  Z:(173.91,175.12)
mzb:447, mmb:103  X:(249.43,250.84),  Y:(-46.45,-45.45),  Z:(175.69,177.10)
mzb:448, mmb:100  X:(249.94,252.51),  Y:(-46.39,-45.40),  Z:(173.36,175.39)
mzb:449, mmb:103  X:(252.09,253.15),  Y:(-49.54,-48.54),  Z:(171.42,172.48)
mzb:450, mmb:61  X:(220.06,221.96),  Y:(-47.18,-45.28),  Z:(215.92,216.06)
mzb:451, mmb:61  X:(214.06,215.96),  Y:(-47.18,-45.28),  Z:(213.99,214.14)
mzb:452, mmb:61  X:(218.06,219.96),  Y:(-47.18,-45.28),  Z:(213.99,214.14)
mzb:453, mmb:61  X:(212.06,213.96),  Y:(-47.18,-45.28),  Z:(213.99,214.14)
mzb:454, mmb:61  X:(216.06,217.96),  Y:(-47.18,-45.28),  Z:(213.99,214.14)
mzb:455, mmb:61  X:(210.06,211.96),  Y:(-47.18,-45.28),  Z:(213.99,214.14)
mzb:456, mmb:61  X:(254.04,255.95),  Y:(-47.18,-45.28),  Z:(179.93,180.08)
mzb:457, mmb:61  X:(253.98,254.12),  Y:(-47.18,-45.28),  Z:(178.04,179.94)
mzb:458, mmb:61  X:(253.98,254.12),  Y:(-47.18,-45.28),  Z:(176.04,177.94)
mzb:459, mmb:61  X:(253.98,254.12),  Y:(-47.18,-45.28),  Z:(174.04,175.94)
mzb:460, mmb:61  X:(253.98,254.12),  Y:(-47.18,-45.28),  Z:(172.04,173.94)
mzb:461, mmb:61  X:(253.98,254.12),  Y:(-47.18,-45.28),  Z:(170.04,171.94)
mzb:462, mmb:100  X:(214.35,217.01),  Y:(-47.44,-46.45),  Z:(218.21,220.64)
mzb:463, mmb:100  X:(196.66,199.03),  Y:(-41.61,-40.62),  Z:(161.10,162.73)
mzb:467, mmb:104  X:(218.45,220.09),  Y:(-52.49,-50.99),  Z:(220.59,222.22)
mzb:468, mmb:102  X:(220.21,222.22),  Y:(-52.49,-50.99),  Z:(220.88,222.90)
mzb:469, mmb:104  X:(215.89,217.53),  Y:(-47.99,-46.49),  Z:(220.35,221.99)
mzb:470, mmb:103  X:(213.24,214.59),  Y:(-56.50,-55.50),  Z:(217.48,218.82)
mzb:471, mmb:100  X:(214.23,216.73),  Y:(-51.99,-51.00),  Z:(217.99,219.86)
mzb:472, mmb:104  X:(215.58,217.22),  Y:(-55.49,-53.99),  Z:(218.96,220.60)
mzb:473, mmb:103  X:(220.71,221.71),  Y:(-48.45,-47.45),  Z:(221.75,222.75)
mzb:474, mmb:107  X:(208.39,209.95),  Y:(-42.35,-42.13),  Z:(201.28,202.73)
mzb:475, mmb:107  X:(209.67,210.92),  Y:(-42.96,-42.74),  Z:(201.79,203.32)
mzb:476, mmb:107  X:(211.21,212.53),  Y:(-43.50,-43.28),  Z:(202.48,204.03)
mzb:477, mmb:107  X:(211.16,212.61),  Y:(-43.30,-43.08),  Z:(202.72,203.79)
mzb:478, mmb:99  X:(209.94,210.89),  Y:(-42.76,-42.10),  Z:(202.00,203.50)
mzb:479, mmb:100  X:(249.86,252.05),  Y:(-47.36,-46.37),  Z:(171.82,174.45)
mzb:480, mmb:102  X:(262.09,264.06),  Y:(-52.47,-50.97),  Z:(179.55,181.52)
mzb:481, mmb:102  X:(263.27,265.09),  Y:(-52.47,-50.97),  Z:(172.42,174.24)
mzb:482, mmb:102  X:(263.93,265.56),  Y:(-52.47,-50.97),  Z:(169.93,171.56)
mzb:483, mmb:104  X:(260.64,262.27),  Y:(-48.02,-46.52),  Z:(174.38,176.01)
mzb:484, mmb:104  X:(262.34,264.17),  Y:(-48.02,-46.52),  Z:(175.60,177.42)
mzb:485, mmb:104  X:(259.58,261.60),  Y:(-48.02,-46.52),  Z:(175.99,178.01)
mzb:486, mmb:100  X:(260.58,263.24),  Y:(-51.97,-50.98),  Z:(174.66,177.01)
mzb:487, mmb:61  X:(219.93,220.07),  Y:(-47.18,-45.28),  Z:(214.04,215.94)
mzb:488, mmb:104  X:(220.09,222.03),  Y:(-48.61,-47.11),  Z:(217.41,219.35)
mzb:489, mmb:104  X:(222.47,224.31),  Y:(-47.14,-45.64),  Z:(217.85,219.68)
mzb:490, mmb:49  X:(227.90,229.44),  Y:(-47.82,-40.75),  Z:(205.15,208.07)
mzb:491, mmb:47  X:(230.52,231.04),  Y:(-45.23,-40.71),  Z:(208.49,209.01)
mzb:492, mmb:47  X:(206.08,207.59),  Y:(-47.36,-43.15),  Z:(209.96,211.51)
mzb:493, mmb:49  X:(208.84,211.94),  Y:(-52.05,-45.54),  Z:(210.84,214.15)
mzb:494, mmb:49  X:(208.76,212.73),  Y:(-49.84,-45.20),  Z:(208.71,213.91)
mzb:495, mmb:61  X:(255.91,256.05),  Y:(-47.18,-45.28),  Z:(180.07,181.98)
mzb:496, mmb:55  X:(234.98,237.02),  Y:(-40.55,-39.90),  Z:(175.53,179.12)
mzb:497, mmb:55  X:(246.06,248.16),  Y:(-44.88,-41.98),  Z:(170.77,173.14)
mzb:498, mmb:104  X:(220.32,222.40),  Y:(-47.11,-45.61),  Z:(216.63,218.71)
mzb:499, mmb:104  X:(210.78,212.63),  Y:(-46.95,-45.45),  Z:(211.91,213.75)
mzb:500, mmb:101  X:(219.00,220.31),  Y:(-46.45,-45.45),  Z:(210.16,211.46)
mzb:501, mmb:103  X:(229.23,230.35),  Y:(-46.10,-44.78),  Z:(212.16,213.39)
mzb:502, mmb:103  X:(215.71,216.92),  Y:(-48.99,-47.99),  Z:(220.63,221.84)
mzb:503, mmb:103  X:(219.06,220.26),  Y:(-47.50,-46.50),  Z:(221.97,223.18)
mzb:504, mmb:104  X:(212.33,214.34),  Y:(-55.49,-53.99),  Z:(217.10,219.11)
mzb:505, mmb:100  X:(215.72,217.72),  Y:(-52.97,-51.98),  Z:(218.19,220.75)
mzb:506, mmb:100  X:(216.13,218.34),  Y:(-51.99,-51.00),  Z:(218.89,221.52)
mzb:507, mmb:102  X:(260.47,262.41),  Y:(-55.48,-53.98),  Z:(174.43,176.36)
mzb:508, mmb:102  X:(261.58,263.51),  Y:(-55.48,-53.98),  Z:(172.98,174.91)
mzb:509, mmb:100  X:(260.36,263.02),  Y:(-50.48,-49.49),  Z:(174.76,177.14)
mzb:510, mmb:101  X:(266.71,267.80),  Y:(-50.49,-49.49),  Z:(170.22,171.30)
mzb:511, mmb:99  X:(250.28,252.00),  Y:(-47.99,-47.33),  Z:(172.39,174.13)
mzb:512, mmb:103  X:(254.19,255.51),  Y:(-46.36,-45.36),  Z:(180.23,181.55)
mzb:513, mmb:100  X:(260.56,263.22),  Y:(-50.48,-49.49),  Z:(176.57,178.92)
mzb:514, mmb:102  X:(217.72,219.53),  Y:(-48.00,-46.50),  Z:(219.93,221.75)
mzb:515, mmb:106  X:(251.31,252.38),  Y:(-44.82,-44.38),  Z:(190.02,191.08)
mzb:516, mmb:103  X:(251.80,253.35),  Y:(-46.06,-44.79),  Z:(188.96,190.36)
mzb:517, mmb:101  X:(262.50,263.88),  Y:(-52.98,-51.98),  Z:(170.98,172.36)
mzb:518, mmb:102  X:(263.88,265.89),  Y:(-52.47,-50.97),  Z:(180.36,182.37)
mzb:519, mmb:99  X:(263.13,264.62),  Y:(-50.15,-49.49),  Z:(178.44,180.20)
mzb:520, mmb:106  X:(229.52,230.79),  Y:(-43.89,-43.43),  Z:(207.79,209.06)
mzb:521, mmb:101  X:(218.57,219.91),  Y:(-42.94,-41.94),  Z:(205.46,206.81)
mzb:522, mmb:101  X:(211.39,212.73),  Y:(-50.50,-49.50),  Z:(216.59,217.93)
mzb:523, mmb:101  X:(212.71,214.01),  Y:(-50.50,-49.50),  Z:(217.38,218.68)
mzb:524, mmb:104  X:(211.71,213.71),  Y:(-52.50,-51.00),  Z:(216.46,218.46)
mzb:525, mmb:100  X:(212.87,215.26),  Y:(-44.58,-43.59),  Z:(205.70,207.36)
mzb:526, mmb:104  X:(214.00,216.09),  Y:(-43.60,-42.10),  Z:(205.31,207.41)
mzb:527, mmb:99  X:(217.98,219.74),  Y:(-50.16,-49.50),  Z:(220.03,221.51)
mzb:528, mmb:99  X:(219.18,220.73),  Y:(-50.16,-49.50),  Z:(220.42,222.19)
mzb:529, mmb:100  X:(249.53,251.99),  Y:(-46.39,-45.40),  Z:(171.77,173.57)
mzb:530, mmb:104  X:(212.38,214.08),  Y:(-43.60,-42.10),  Z:(205.63,207.34)
mzb:531, mmb:104  X:(266.49,268.52),  Y:(-47.16,-45.66),  Z:(180.73,182.76)
mzb:532, mmb:103  X:(264.31,265.66),  Y:(-46.69,-45.69),  Z:(181.07,182.41)
mzb:533, mmb:107  X:(197.28,198.61),  Y:(-41.81,-41.59),  Z:(161.45,162.28)
mzb:534, mmb:107  X:(199.16,200.13),  Y:(-40.82,-40.60),  Z:(162.59,163.99)
mzb:535, mmb:103  X:(211.65,212.65),  Y:(-47.95,-46.95),  Z:(211.50,212.50)
mzb:536, mmb:101  X:(260.81,262.09),  Y:(-56.48,-55.48),  Z:(174.95,176.23)
mzb:537, mmb:101  X:(262.65,263.73),  Y:(-51.97,-50.97),  Z:(171.12,172.21)
mzb:538, mmb:49  X:(269.52,270.90),  Y:(-52.85,-45.46),  Z:(180.71,182.35)
mzb:539, mmb:47  X:(253.60,254.45),  Y:(-47.51,-43.11),  Z:(188.21,189.53)
mzb:540, mmb:49  X:(256.16,262.73),  Y:(-49.83,-45.69),  Z:(170.41,170.82)
mzb:541, mmb:49  X:(256.03,261.41),  Y:(-50.62,-45.66),  Z:(168.78,171.99)
mzb:542, mmb:102  X:(258.73,260.57),  Y:(-47.29,-45.79),  Z:(170.47,172.31)
mzb:544, mmb:102  X:(251.62,253.70),  Y:(-48.55,-47.05),  Z:(170.97,173.05)
mzb:545, mmb:102  X:(251.75,253.58),  Y:(-47.06,-45.56),  Z:(171.09,172.93)
mzb:546, mmb:102  X:(249.71,251.68),  Y:(-47.00,-45.50),  Z:(169.73,171.70)
mzb:547, mmb:102  X:(261.03,262.87),  Y:(-55.48,-53.98),  Z:(176.52,178.36)
mzb:548, mmb:102  X:(252.92,254.42),  Y:(-46.56,-45.06),  Z:(187.44,188.94)
mzb:549, mmb:55  X:(240.52,243.36),  Y:(-41.82,-41.29),  Z:(173.45,176.84)
mzb:550, mmb:103  X:(219.67,221.08),  Y:(-46.23,-45.23),  Z:(216.49,217.90)
mzb:551, mmb:100  X:(212.56,215.13),  Y:(-46.16,-45.18),  Z:(211.13,213.15)
mzb:552, mmb:103  X:(216.08,217.14),  Y:(-49.31,-48.31),  Z:(210.40,211.46)
mzb:553, mmb:100  X:(212.48,214.67),  Y:(-47.14,-46.15),  Z:(209.59,212.21)
mzb:554, mmb:99  X:(212.90,214.62),  Y:(-47.77,-47.11),  Z:(210.16,211.90)
mzb:555, mmb:100  X:(212.15,214.62),  Y:(-46.16,-45.18),  Z:(209.54,211.34)
mzb:556, mmb:102  X:(215.61,217.69),  Y:(-48.33,-46.83),  Z:(209.95,212.03)
mzb:557, mmb:102  X:(215.73,217.57),  Y:(-46.84,-45.34),  Z:(210.07,211.91)
mzb:558, mmb:102  X:(214.26,216.23),  Y:(-46.78,-45.28),  Z:(208.55,210.52)
mzb:559, mmb:103  X:(217.76,218.97),  Y:(-46.45,-45.45),  Z:(210.58,211.79)
mzb:560, mmb:55  X:(229.90,232.53),  Y:(-47.43,-44.44),  Z:(211.42,213.32)
mzb:561, mmb:101  X:(213.39,214.75),  Y:(-45.58,-44.58),  Z:(205.85,207.22)
mzb:562, mmb:55  X:(211.15,213.10),  Y:(-45.23,-42.04),  Z:(206.51,208.51)
mzb:563, mmb:100  X:(206.81,209.20),  Y:(-44.08,-43.09),  Z:(205.94,207.60)
mzb:564, mmb:101  X:(208.13,209.47),  Y:(-43.10,-42.10),  Z:(205.91,207.26)
mzb:565, mmb:101  X:(206.57,207.72),  Y:(-43.10,-42.10),  Z:(206.00,207.15)
mzb:566, mmb:46  X:(217.75,219.39),  Y:(-44.68,-39.02),  Z:(201.79,203.74)
mzb:569, mmb:55  X:(200.65,203.10),  Y:(-40.82,-40.62),  Z:(163.79,167.32)
mzb:570, mmb:101  X:(198.53,199.67),  Y:(-42.30,-41.30),  Z:(192.61,193.75)
ParentNode [1712,171] X:160.00,320.00  Y:-160.00,0.00  Z:160.00,320.00
Parent: 1712,171] ChildBox 0)  X:(160.00,240.00)  Y:(-160.00,-80.00)  Z:(240.00,320.00)
Parent: 1712,171] ChildBox 1)  X:(240.00,320.00)  Y:(-160.00,-80.00)  Z:(240.00,320.00)
Parent: 1712,171] ChildBox 2)  X:(160.00,240.00)  Y:(-160.00,-80.00)  Z:(160.00,240.00)
Parent: 1712,171] ChildBox 3)  X:(240.00,320.00)  Y:(-160.00,-80.00)  Z:(160.00,240.00)
Parent: 1712,171] ChildBox 4)  X:(160.00,240.00)  Y:(-80.00,0.00)  Z:(240.00,320.00)
Parent: 1712,171] ChildBox 5)  X:(240.00,320.00)  Y:(-80.00,0.00)  Z:(240.00,320.00)
Parent: 1712,171] ChildBox 6)  X:(160.00,240.00)  Y:(-80.00,0.00)  Z:(160.00,240.00)
mzb:95, mmb:108  X:(206.32,234.08),  Y:(-42.09,-38.85),  Z:(196.19,204.63)
mzb:380, mmb:0  X:(192.81,206.03),  Y:(-70.00,-39.12),  Z:(198.75,210.02)
mzb:386, mmb:100  X:(211.02,212.77),  Y:(-43.09,-42.10),  Z:(201.88,204.31)
mzb:388, mmb:103  X:(220.93,221.93),  Y:(-47.45,-46.45),  Z:(221.04,222.04)
mzb:389, mmb:103  X:(220.29,221.29),  Y:(-47.47,-46.47),  Z:(222.31,223.31)
mzb:390, mmb:103  X:(215.42,216.42),  Y:(-56.45,-55.45),  Z:(219.71,220.71)
mzb:396, mmb:101  X:(200.86,202.18),  Y:(-41.60,-40.60),  Z:(160.01,161.33)
mzb:397, mmb:99  X:(207.05,208.66),  Y:(-44.73,-44.07),  Z:(205.94,207.71)
mzb:398, mmb:99  X:(220.54,222.23),  Y:(-50.16,-49.50),  Z:(221.13,222.89)
mzb:402, mmb:106  X:(219.86,220.92),  Y:(-47.46,-46.48),  Z:(220.73,221.66)
mzb:409, mmb:50  X:(193.30,206.27),  Y:(-41.30,-39.00),  Z:(190.13,193.88)
mzb:410, mmb:51  X:(205.50,218.50),  Y:(-42.10,-39.00),  Z:(201.50,208.00)
mzb:411, mmb:52  X:(207.47,224.94),  Y:(-54.43,-45.50),  Z:(215.65,230.41)
mzb:413, mmb:53  X:(206.13,209.88),  Y:(-41.30,-39.00),  Z:(189.20,202.60)
mzb:414, mmb:59  X:(208.00,233.47),  Y:(-58.00,-45.00),  Z:(213.77,216.15)
mzb:417, mmb:46  X:(204.32,204.95),  Y:(-44.99,-38.99),  Z:(203.66,204.29)
mzb:421, mmb:46  X:(186.65,186.85),  Y:(-45.00,-39.00),  Z:(213.81,214.01)
mzb:422, mmb:48  X:(177.74,182.35),  Y:(-45.00,-39.00),  Z:(200.61,203.23)
mzb:423, mmb:1  X:(222.54,223.04),  Y:(-47.76,-45.30),  Z:(215.05,215.56)
mzb:424, mmb:46  X:(215.91,216.11),  Y:(-45.00,-39.00),  Z:(200.26,200.46)
mzb:425, mmb:46  X:(181.39,182.91),  Y:(-44.90,-39.00),  Z:(202.91,203.47)
mzb:426, mmb:1  X:(226.84,227.34),  Y:(-47.76,-45.30),  Z:(214.96,215.46)
mzb:427, mmb:47  X:(204.53,204.94),  Y:(-43.51,-38.99),  Z:(199.60,200.00)
mzb:428, mmb:47  X:(195.58,196.08),  Y:(-43.51,-38.99),  Z:(194.60,195.11)
mzb:429, mmb:47  X:(199.84,200.04),  Y:(-43.51,-39.00),  Z:(194.64,194.84)
mzb:430, mmb:48  X:(199.89,205.02),  Y:(-45.00,-39.00),  Z:(194.73,194.93)
mzb:431, mmb:48  X:(210.83,215.96),  Y:(-45.00,-39.00),  Z:(200.26,200.46)
mzb:434, mmb:47  X:(183.19,183.88),  Y:(-43.49,-38.99),  Z:(160.71,161.40)
mzb:436, mmb:48  X:(236.23,239.65),  Y:(-44.98,-39.00),  Z:(196.79,201.66)
mzb:439, mmb:104  X:(212.50,214.00),  Y:(-55.49,-53.99),  Z:(219.24,220.74)
mzb:440, mmb:104  X:(221.69,223.56),  Y:(-47.13,-45.63),  Z:(230.71,232.58)
mzb:441, mmb:103  X:(221.99,223.33),  Y:(-48.11,-47.11),  Z:(230.93,232.27)
mzb:443, mmb:60  X:(226.61,227.83),  Y:(-50.75,-45.35),  Z:(215.77,221.37)
mzb:450, mmb:61  X:(220.06,221.96),  Y:(-47.18,-45.28),  Z:(215.92,216.06)
mzb:451, mmb:61  X:(214.06,215.96),  Y:(-47.18,-45.28),  Z:(213.99,214.14)
mzb:452, mmb:61  X:(218.06,219.96),  Y:(-47.18,-45.28),  Z:(213.99,214.14)
mzb:453, mmb:61  X:(212.06,213.96),  Y:(-47.18,-45.28),  Z:(213.99,214.14)
mzb:454, mmb:61  X:(216.06,217.96),  Y:(-47.18,-45.28),  Z:(213.99,214.14)
mzb:455, mmb:61  X:(210.06,211.96),  Y:(-47.18,-45.28),  Z:(213.99,214.14)
mzb:462, mmb:100  X:(214.35,217.01),  Y:(-47.44,-46.45),  Z:(218.21,220.64)
mzb:463, mmb:100  X:(196.66,199.03),  Y:(-41.61,-40.62),  Z:(161.10,162.73)
mzb:467, mmb:104  X:(218.45,220.09),  Y:(-52.49,-50.99),  Z:(220.59,222.22)
mzb:468, mmb:102  X:(220.21,222.22),  Y:(-52.49,-50.99),  Z:(220.88,222.90)
mzb:469, mmb:104  X:(215.89,217.53),  Y:(-47.99,-46.49),  Z:(220.35,221.99)
mzb:470, mmb:103  X:(213.24,214.59),  Y:(-56.50,-55.50),  Z:(217.48,218.82)
mzb:471, mmb:100  X:(214.23,216.73),  Y:(-51.99,-51.00),  Z:(217.99,219.86)
mzb:472, mmb:104  X:(215.58,217.22),  Y:(-55.49,-53.99),  Z:(218.96,220.60)
mzb:473, mmb:103  X:(220.71,221.71),  Y:(-48.45,-47.45),  Z:(221.75,222.75)
mzb:474, mmb:107  X:(208.39,209.95),  Y:(-42.35,-42.13),  Z:(201.28,202.73)
mzb:475, mmb:107  X:(209.67,210.92),  Y:(-42.96,-42.74),  Z:(201.79,203.32)
mzb:476, mmb:107  X:(211.21,212.53),  Y:(-43.50,-43.28),  Z:(202.48,204.03)
mzb:477, mmb:107  X:(211.16,212.61),  Y:(-43.30,-43.08),  Z:(202.72,203.79)
mzb:478, mmb:99  X:(209.94,210.89),  Y:(-42.76,-42.10),  Z:(202.00,203.50)
mzb:487, mmb:61  X:(219.93,220.07),  Y:(-47.18,-45.28),  Z:(214.04,215.94)
mzb:488, mmb:104  X:(220.09,222.03),  Y:(-48.61,-47.11),  Z:(217.41,219.35)
mzb:489, mmb:104  X:(222.47,224.31),  Y:(-47.14,-45.64),  Z:(217.85,219.68)
mzb:490, mmb:49  X:(227.90,229.44),  Y:(-47.82,-40.75),  Z:(205.15,208.07)
mzb:491, mmb:47  X:(230.52,231.04),  Y:(-45.23,-40.71),  Z:(208.49,209.01)
mzb:492, mmb:47  X:(206.08,207.59),  Y:(-47.36,-43.15),  Z:(209.96,211.51)
mzb:493, mmb:49  X:(208.84,211.94),  Y:(-52.05,-45.54),  Z:(210.84,214.15)
mzb:494, mmb:49  X:(208.76,212.73),  Y:(-49.84,-45.20),  Z:(208.71,213.91)
mzb:496, mmb:55  X:(234.98,237.02),  Y:(-40.55,-39.90),  Z:(175.53,179.12)
mzb:498, mmb:104  X:(220.32,222.40),  Y:(-47.11,-45.61),  Z:(216.63,218.71)
mzb:499, mmb:104  X:(210.78,212.63),  Y:(-46.95,-45.45),  Z:(211.91,213.75)
mzb:500, mmb:101  X:(219.00,220.31),  Y:(-46.45,-45.45),  Z:(210.16,211.46)
mzb:501, mmb:103  X:(229.23,230.35),  Y:(-46.10,-44.78),  Z:(212.16,213.39)
mzb:502, mmb:103  X:(215.71,216.92),  Y:(-48.99,-47.99),  Z:(220.63,221.84)
mzb:503, mmb:103  X:(219.06,220.26),  Y:(-47.50,-46.50),  Z:(221.97,223.18)
mzb:504, mmb:104  X:(212.33,214.34),  Y:(-55.49,-53.99),  Z:(217.10,219.11)
mzb:505, mmb:100  X:(215.72,217.72),  Y:(-52.97,-51.98),  Z:(218.19,220.75)
mzb:506, mmb:100  X:(216.13,218.34),  Y:(-51.99,-51.00),  Z:(218.89,221.52)
mzb:514, mmb:102  X:(217.72,219.53),  Y:(-48.00,-46.50),  Z:(219.93,221.75)
mzb:520, mmb:106  X:(229.52,230.79),  Y:(-43.89,-43.43),  Z:(207.79,209.06)
mzb:521, mmb:101  X:(218.57,219.91),  Y:(-42.94,-41.94),  Z:(205.46,206.81)
mzb:522, mmb:101  X:(211.39,212.73),  Y:(-50.50,-49.50),  Z:(216.59,217.93)
mzb:523, mmb:101  X:(212.71,214.01),  Y:(-50.50,-49.50),  Z:(217.38,218.68)
mzb:524, mmb:104  X:(211.71,213.71),  Y:(-52.50,-51.00),  Z:(216.46,218.46)
mzb:525, mmb:100  X:(212.87,215.26),  Y:(-44.58,-43.59),  Z:(205.70,207.36)
mzb:526, mmb:104  X:(214.00,216.09),  Y:(-43.60,-42.10),  Z:(205.31,207.41)
mzb:527, mmb:99  X:(217.98,219.74),  Y:(-50.16,-49.50),  Z:(220.03,221.51)
mzb:528, mmb:99  X:(219.18,220.73),  Y:(-50.16,-49.50),  Z:(220.42,222.19)
mzb:530, mmb:104  X:(212.38,214.08),  Y:(-43.60,-42.10),  Z:(205.63,207.34)
mzb:533, mmb:107  X:(197.28,198.61),  Y:(-41.81,-41.59),  Z:(161.45,162.28)
mzb:534, mmb:107  X:(199.16,200.13),  Y:(-40.82,-40.60),  Z:(162.59,163.99)
mzb:535, mmb:103  X:(211.65,212.65),  Y:(-47.95,-46.95),  Z:(211.50,212.50)
mzb:550, mmb:103  X:(219.67,221.08),  Y:(-46.23,-45.23),  Z:(216.49,217.90)
mzb:551, mmb:100  X:(212.56,215.13),  Y:(-46.16,-45.18),  Z:(211.13,213.15)
mzb:552, mmb:103  X:(216.08,217.14),  Y:(-49.31,-48.31),  Z:(210.40,211.46)
mzb:553, mmb:100  X:(212.48,214.67),  Y:(-47.14,-46.15),  Z:(209.59,212.21)
mzb:554, mmb:99  X:(212.90,214.62),  Y:(-47.77,-47.11),  Z:(210.16,211.90)
mzb:555, mmb:100  X:(212.15,214.62),  Y:(-46.16,-45.18),  Z:(209.54,211.34)
mzb:556, mmb:102  X:(215.61,217.69),  Y:(-48.33,-46.83),  Z:(209.95,212.03)
mzb:557, mmb:102  X:(215.73,217.57),  Y:(-46.84,-45.34),  Z:(210.07,211.91)
mzb:558, mmb:102  X:(214.26,216.23),  Y:(-46.78,-45.28),  Z:(208.55,210.52)
mzb:559, mmb:103  X:(217.76,218.97),  Y:(-46.45,-45.45),  Z:(210.58,211.79)
mzb:560, mmb:55  X:(229.90,232.53),  Y:(-47.43,-44.44),  Z:(211.42,213.32)
mzb:561, mmb:101  X:(213.39,214.75),  Y:(-45.58,-44.58),  Z:(205.85,207.22)
mzb:562, mmb:55  X:(211.15,213.10),  Y:(-45.23,-42.04),  Z:(206.51,208.51)
mzb:563, mmb:100  X:(206.81,209.20),  Y:(-44.08,-43.09),  Z:(205.94,207.60)
mzb:564, mmb:101  X:(208.13,209.47),  Y:(-43.10,-42.10),  Z:(205.91,207.26)
mzb:565, mmb:101  X:(206.57,207.72),  Y:(-43.10,-42.10),  Z:(206.00,207.15)
mzb:566, mmb:46  X:(217.75,219.39),  Y:(-44.68,-39.02),  Z:(201.79,203.74)
mzb:569, mmb:55  X:(200.65,203.10),  Y:(-40.82,-40.62),  Z:(163.79,167.32)
mzb:570, mmb:101  X:(198.53,199.67),  Y:(-42.30,-41.30),  Z:(192.61,193.75)
ParentNode [1883,104] X:160.00,240.00  Y:-80.00,0.00  Z:160.00,240.00
Parent: 1883,104] ChildBox 0)  X:(160.00,200.00)  Y:(-80.00,-40.00)  Z:(200.00,240.00)
Parent: 1883,104] ChildBox 1)  X:(200.00,240.00)  Y:(-80.00,-40.00)  Z:(200.00,240.00)
mzb:386, mmb:100  X:(211.02,212.77),  Y:(-43.09,-42.10),  Z:(201.88,204.31)
mzb:388, mmb:103  X:(220.93,221.93),  Y:(-47.45,-46.45),  Z:(221.04,222.04)
mzb:389, mmb:103  X:(220.29,221.29),  Y:(-47.47,-46.47),  Z:(222.31,223.31)
mzb:390, mmb:103  X:(215.42,216.42),  Y:(-56.45,-55.45),  Z:(219.71,220.71)
mzb:397, mmb:99  X:(207.05,208.66),  Y:(-44.73,-44.07),  Z:(205.94,207.71)
mzb:398, mmb:99  X:(220.54,222.23),  Y:(-50.16,-49.50),  Z:(221.13,222.89)
mzb:402, mmb:106  X:(219.86,220.92),  Y:(-47.46,-46.48),  Z:(220.73,221.66)
mzb:411, mmb:52  X:(207.47,224.94),  Y:(-54.43,-45.50),  Z:(215.65,230.41)
mzb:414, mmb:59  X:(208.00,233.47),  Y:(-58.00,-45.00),  Z:(213.77,216.15)
mzb:423, mmb:1  X:(222.54,223.04),  Y:(-47.76,-45.30),  Z:(215.05,215.56)
mzb:426, mmb:1  X:(226.84,227.34),  Y:(-47.76,-45.30),  Z:(214.96,215.46)
mzb:439, mmb:104  X:(212.50,214.00),  Y:(-55.49,-53.99),  Z:(219.24,220.74)
mzb:440, mmb:104  X:(221.69,223.56),  Y:(-47.13,-45.63),  Z:(230.71,232.58)
mzb:441, mmb:103  X:(221.99,223.33),  Y:(-48.11,-47.11),  Z:(230.93,232.27)
